comp_name,year,year_estab,dom,pub,rev,revproj,exrev,exproj,domrev,capital,iso9000,iso9001,iso9002,qcyear,seicmm,level,anyotherqc,product,distr,services,projects,alliances,jv,us,uk,canada,europe,asia,australia,india,africa,middleeast,latinamer,eduntrain,ent,engineering,defence,health,telecomm,transport,port,textiles,publishing,travel,financial,manuf,egov,leasehire,web,libmgmt,airrailway,ecom,edesign,officeauto,oilpetro,softemp,othemp,projnserv,lang_os_ser,ites,rdbms,net_sysinter,multimedia,contentdev,itedu,webnecom,proddev,con,nochange,div,relateddiv,unreldiv,totaos,conglomorate
Lee & Nee Softwares (Exports) Ltd.,2003,1989,1,1,170,190,170,190,0,266.96,0,0,0,,0,,0,,,,2,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,62,30,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0
Leo Infotech (P) Limited,2002,1997,1,0,,,,,,,0,0,0,,0,,0,4,1,1,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,6,1,1,1,1,0,0,0,0,1,1,,,,,,6,0
Lexindia,2003,1997,1,0,,,,,,,0,0,0,,0,,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,1,1,0,0,1,0,0,0,0,0,,,,,,3,0
Linc Software Services Pvt. Ltd.,1997,1988,1,0,23.29,,15.22,,8.07,2.5,0,1,0,1994,0,,0,0,5,4,,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,90,25,1,1,1,0,1,0,0,1,1,1,,,,,,7,0
Linc Software Services Pvt. Ltd.,1998,1988,1,0,23.29,,15.22,,8.07,2.5,0,1,0,1994,0,,0,0,5,4,0,,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,25,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,7,0
Linc Software Services Pvt. Ltd.,1999,1988,1,0,30,75,15,57,15,2.5,0,1,0,1994,0,,0,0,3,6,4,,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,160,20,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0
Linc Software Services Pvt. Ltd.,2001,1988,1,0,78,120,60,100,18,5,0,1,0,1994,0,,0,0,4,9,3,,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,49,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,4,0
Linc Software Services Pvt. Ltd.,2002,1988,1,0,161.08,250,140.1,235.86,20.98,2.01,0,1,0,1994,0,,0,0,5,2,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,139,23,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,7,0
Linc Software Services Pvt. Ltd.,2003,1988,1,0,160.02,200,143.63,176,16.39,2.76,0,1,0,1994,0,,0,,,,10,5,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,33,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0
Link Automation Ltd,1997,1988,1,1,2.5,,2.5,,0,2.5,0,0,0,,0,,0,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,7,15,1,1,0,1,0,0,0,0,0,1,,,,,,4,0
Link Automation Ltd.,1998,1988,1,1,2.5,,2.5,,0,2.5,0,0,0,,0,,0,3,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,7,15,1,1,0,1,0,0,0,0,0,1,,,,,,4,0
Link Automation Ltd.,1999,1988,1,1,2.7,3.2,2.7,,0,2.5,0,0,0,,0,,0,1,0,1,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,12,20,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0
Link IT,2002,1999,1,0,,,,,,,0,0,0,,0,,0,4,0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,30,20,1,1,1,1,0,1,0,0,1,1,,,,,,7,0
Lister Technologies Pvt. Ltd.,2002,2000,1,0,100.83,116,100,,0.83,4.5,0,0,0,,0,,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,1,0,,,,,,2,0
Live Tech Solutions Pvt. Ltd.,2002,2000,1,0,25.47,30,22.47,30,3,5.6,1,0,0,,0,,0,4,7,8,4,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,80,10,1,1,1,1,0,1,0,1,1,1,,,,,,8,0
Livewire Information Technology Pvt. Ltd.,1999,1997,1,0,30,,30,,0,10,0,0,0,,0,,0,0,0,4,0,,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,10,1,1,1,0,0,0,0,1,1,0,,,,,,5,0
Logic Devices (P) Ltd.,1997,1996,1,0,1,,1,,0,0.4,0,0,0,,0,,0,7,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,8,3,1,1,0,0,0,1,0,1,1,1,,,,,,6,0
Logic Devices (P) Ltd.,1998,1996,1,0,1,,1,,0,0.4,0,0,0,,0,,0,7,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,3,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,6,0
Logic Devices (P) Ltd.,1999,1996,1,0,2.5,5,2.5,,0,0.5,0,0,0,,0,,0,9,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,5,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,5,0
LogicSoft International Pvt. Ltd.,1999,1995,1,0,10,,3,,7,5,0,0,0,,0,,0,3,2,4,4,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,20,10,1,1,0,1,0,1,0,0,1,1,,,,,,6,0
LogicSoft International Pvt. Ltd.,2001,1995,1,0,4.1,10,4.1,,0,5,0,0,0,,0,,0,3,3,0,4,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,27,33,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,5,0
LogicSoft International Pvt. Ltd.,2002,1995,1,0,11,16,1.5,5,9.5,1.5,0,0,0,,0,,0,4,1,4,4,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,8,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0
Login Infotech Pvt. Ltd.,1995,1991,1,1,,,,,,,0,0,0,,0,,0,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,,,0,1,0,1,0,0,0,0,0,0,,,,,,2,0
Login Infotech Pvt. Ltd.,1997,1991,1,1,,,,,,,0,0,0,,0,,0,0,,0,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0
Login Infotech Pvt. Ltd.,1998,1991,1,1,64.5,,36,,28.5,67.3,0,0,0,,0,,0,3,0,3,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,95,15,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,4,0
Login Infotech Pvt. Ltd.,2001,1991,1,0,4.11,8.25,4.11,,0,0.5,0,0,0,,0,,0,3,1,4,5,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,20,12,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,9,0
Login Infotech Pvt. Ltd.,2002,1991,1,0,0.63,1.07,0.63,,0,,0,0,0,,0,,0,4,5,4,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,40,20,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,7,0
Login Infotech Pvt. Ltd.,2003,1991,1,0,46.46,77.5,,,,,0,0,0,,0,,0,,,,0,18,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,40,20,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,4,0
Lohara Software Systems Pvt. Ltd,1995,1991,1,0,,,,,,,0,0,0,,0,,0,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,,,1,1,0,0,0,0,0,0,0,0,,,,,,2,0
Lohara Software Systems Pvt. Ltd,1997,1991,1,0,6,,1,,5,3,0,0,0,,0,,0,5,2,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,35,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Lohara Software Systems Pvt. Ltd,1998,1991,1,0,6,,6,,0,3,0,0,0,,0,,0,5,2,3,4,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35,5,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0
Lotus Development International Corporation,1997,1989,0,0,,,,,,,1,0,0,,0,,0,0,,0,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,1,0,1,0,1,0,0,1,1,,,,,,6,1
Lotus Development International Corporation,1998,1989,0,0,,,,,,,1,0,0,,0,,0,3,0,0,5,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,6,1
Lotus Development International Corporation,1999,1989,0,0,,,,,,,1,0,0,,0,,0,5,2,3,0,,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,5,1
Lotus Development International Corporation,2001,1989,0,0,,,,,,,1,0,0,,0,,0,4,0,3,0,,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,20,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,5,1
Lucent Technologies India Ltd.,1999,1997,0,0,,,,,,300,0,0,0,,0,,0,0,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,250,50,1,1,0,0,0,0,0,0,0,0,,,,,,2,1
Lucent Technologies India Ltd.,2001,1997,0,0,,,,,,300,0,1,0,,0,,0,0,0,1,0,,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,250,50,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,4,1
Lucent Technologies India Ltd.,2003,1997,0,0,,,,,,,0,1,0,2000,1,3,0,,,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,4,1
Lucid Technologies Pvt. Ltd.,2001,1997,1,0,0.35,20,0.05,19,0.3,0.4,0,0,0,,0,,0,1,1,0,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,25,3,1,1,0,0,0,0,0,0,1,1,,,,,,4,0
Lucid Technologies Pvt. Ltd.,2002,1997,1,0,17.5,40,16,35,1.5,0.5,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,67,3,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,5,0
Lucid Technologies Pvt. Ltd.,2003,1997,1,0,40,45,35,40,5,0.5,0,0,0,,0,,0,,,,4,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,52,3,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,4,0
Lumenare Networks India Pvt. Ltd.,2003,2001,1,0,22.4,48.6,22.4,48.6,0,2.7,0,0,0,,0,,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1,1,1,0,0,1,0,0,0,0,0,,,,,,3,0
M.N. Dastur & Company Ltd.,1994,1955,1,1,,,,,,,0,0,0,,0,,0,0,,,,,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,,,1,1,1,1,1,1,0,0,0,1,,,,,,7,1
M.N. Dastur & Company Ltd.,1995,1955,1,1,,,,,,,0,0,0,,0,,0,,,,,,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,,,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,6,1
M.N. Dastur & Company Ltd.,1997,1955,1,1,68.5,,6.2,,62.3,8,0,1,0,,0,,0,0,,0,,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,250,2750,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,7,1
M.N. Dastur & Company Ltd.,1998,1955,1,1,68.5,,6.2,,62.3,8,0,1,0,,0,,0,3,0,0,4,,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,250,2750,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,8,1
M.N. Dastur & Company Ltd.,1999,1955,1,1,4.2,4.6,0.54,2.8,3.66,8,0,1,0,,0,,0,3,0,3,4,,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,100,2400,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,1
M.N. Dastur & Company Ltd.,2001,1955,1,1,3.5,,2.3,,1.2,8,0,1,0,,0,,0,1,0,2,4,,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,50,1820,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,5,1
M.P. State Electronics Devpt. Corporation Ltd. (MPSEDC),1997,1983,1,1,,,,,,219,0,0,0,,0,,0,0,0,2,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,1,1,1,1,1,0,0,1,0,0,,,,,,6,1
M.P. State Electronics Devpt. Corporation Ltd. (MPSEDC),1998,1983,1,1,,,,,,219,0,0,0,,0,,0,0,0,2,3,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,75,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,6,1
M.P. State Electronics Devpt. Corporation Ltd. (MPSEDC),1999,1983,1,1,,,,,,219.13,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,70,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
M.P. State Electronics Devpt. Corporation Ltd. (MPSEDC),2001,1983,1,1,,,,,,219.25,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,85,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
M.P. State Electronics Devpt. Corporation Ltd. (MPSEDC),2002,1983,1,1,3.6,8,0,,3.6,219.13,0,0,0,,0,,0,0,0,3,4,3,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,6,1
M.P. State Electronics Devpt. Corporation Ltd. (MPSEDC),2003,1983,1,1,,,,,,,0,0,0,,0,,0,,,,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,4,1
M2 Software Developments & Exports (P) Ltd.,1999,1997,1,0,3.85,8,3.85,,0,1.5,0,0,0,,0,,0,8,0,2,2,,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,27,47,1,1,1,1,1,1,0,1,1,1,,,,,,9,0
MA Softech International Ltd.,2002,2000,1,0,15,,15,,0,5,0,0,0,,0,,0,5,0,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,1,1,1,1,0,1,1,1,1,1,,,,,,9,0
MA Softech International Ltd.,2003,2000,1,1,15,20,15,18,0,5,0,0,0,,0,,0,,,,8,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,25,5,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,7,0
MCS Software Solutions Ltd.,1999,1998,1,1,87,116.77,26.46,59.02,60.54,30.33,0,0,0,,0,,0,1,2,5,5,,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,135,145,1,1,1,1,1,0,0,1,1,1,,,,,,8,0
MCS Software Solutions Ltd.,2001,1998,1,1,296.4,150,184.6,250,111.8,156.34,0,1,0,,0,,0,3,0,2,3,,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,230,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,8,0
MEL Systems and Services Ltd.,2002,1995,1,1,,,,,,6,0,0,0,,0,,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,20,65,1,1,0,0,0,0,1,1,0,0,,,,,,4,0
ML Infomap Private Limited,1995,1993,1,0,,,,,,,0,0,0,,0,,0,,,,,,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,1,1,1,0,0,1,0,0,0,1,,,,,,5,0
ML Infomap Private Limited,1997,1993,1,0,,,,,,,0,0,0,,0,,0,0,,0,,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0
ML Infomap Private Limited,1998,1993,1,0,,,,,,,0,0,0,,0,,0,5,0,3,4,,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,4,0
ML Infomap Private Limited,1999,1993,1,0,,,,,,,0,0,0,,0,,0,5,0,0,4,,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,12,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0
ML Infomap Private Limited,2001,1993,1,0,,,,,,1,0,0,0,,0,,0,4,2,4,4,,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,15,5,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,9,0
ML Infomap Private Limited,2002,1993,1,0,,,,,,1,0,0,0,,0,,0,0,2,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,5,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,8,0
ML Infomap Private Limited,2003,1993,1,0,,,,,,,0,0,0,,0,,0,,,,8,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,5,0
MTC (India) Pvt. Ltd.,1995,1994,0,0,,,,,,,0,0,0,,0,,0,,,,,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1,1,1,1,1,1,0,0,1,,,,,,8,0
MTC (India) Pvt. Ltd.,1997,1994,0,0,25,,25,,0,2.25,0,0,0,,0,,0,0,,0,,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,93,10,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,8,0
MTC (India) Pvt. Ltd.,1998,1994,0,0,25,,25,,0,2.25,0,0,0,,0,,0,1,0,3,4,,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,93,10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,9,0
MTC (India) Pvt. Ltd.,1999,1994,0,0,42.28,45.9,42.05,43.2,0.23,2.25,0,0,0,,0,,0,2,1,0,4,,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,112,13,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,7,0
MTC (India) Pvt. Ltd.,2001,1994,0,0,66,350,63,330,3,50,0,1,0,,0,,0,6,0,3,4,,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,197,20,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,7,0
MTC (India) Pvt. Ltd.,2002,1994,0,0,85,120,75,110,10,50,0,1,0,2000,0,,0,6,0,11,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,200,25,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0
MX Software Services Ltd.,1997,1996,1,0,70,,70,,0,50,0,0,0,,1,3,0,0,,0,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,135,4,1,1,0,0,0,0,0,0,1,0,,,,,,3,0
MX Software Services Ltd.,1998,1996,1,0,70,,70,,0,50,0,0,0,,1,3,0,0,0,5,0,,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,135,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0
Maars Software International Ltd.,1997,1995,1,1,69.5,,21.7,,47.8,50,0,0,0,,0,,0,1,0,2,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,20,1,1,1,0,1,0,0,1,1,1,,,,,,7,0
Maars Software International Ltd.,1998,1995,1,1,69.5,,21.7,,47.8,50,0,1,0,,0,,0,1,0,2,3,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,105,20,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,7,0
Maars Software International Ltd.,1999,1995,1,1,350.95,650,230,450,120.95,71.8,0,0,0,,0,,0,2,1,4,1,,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,360,60,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0
Maars Software International Ltd.,2001,1995,1,1,660,1000,599,800,61,143.6,0,1,0,,0,,0,1,1,3,2,,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,326,78,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,7,0
MacNeal-Schwendler GmbH,1999,1997,0,0,15,28,15,,0,,0,0,0,,0,,0,5,2,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,1,0,0,0,0,,,,,,2,0
Macil InfoSystems Private Limited,2002,1998,1,0,2.5,3.75,1.8,2.2,0.7,4.95,0,0,0,,0,,0,2,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,15,3,1,1,0,1,0,0,0,1,1,1,,,,,,6,0
Macil InfoSystems Private Limited,2003,1998,1,0,3.1,1.2,0.09,,3.01,4.9,0,0,0,,0,,0,,,,10,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,3,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,5,0
Macmet India Limited,1994,1974,1,1,7.55,,0.88,,6.67,2.4,0,0,0,,0,,0,9,,,4,,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,37,5,1,1,0,1,0,1,0,0,0,1,,,,,,5,0
Macmet India Limited,1995,1974,1,1,,,,,,,0,0,0,,0,,0,,,,,,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,,,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,6,0
