year,month,prccem,ipcem,prcpet,rresc,rnonc,ip,rdefs,milemp,gprc,gcem,gprcpet,gres,gnon,gip,gdefs,gmilemp,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
1986,7,1026,1.182,37.2,171967,175269,93.5,1.7117,2150,-0.0067994,-0.0417555,-0.0972633,0.0178714,0.0029999,-0.0232568,0,0.0032611,0,0,0,0,0,0,1,0,0,0,0,0
1986,8,1024,1.2458,36,171850,175837,96.7,1.7157,2161,-0.0019512,0.05257,-0.0327898,-0.0006806,0.0032355,0.0336519,0.0023342,0.0051032,0,0,0,0,0,0,0,1,0,0,0,0
1986,9,1027,1.1986,42.5,173031,176445,97.1,1.7148,2169,0.0029254,-0.0386237,0.1659851,0.0068488,0.0034518,0.004128,-0.0005247,0.0036952,0,0,0,0,0,0,0,0,1,0,0,0
1986,10,1027,1.225,42.1,175706,178717,96.8,1.7148,2177,0,0.0217866,-0.0094564,0.0153414,0.0127943,-0.0030943,0,0.0036816,0,0,0,0,0,0,0,0,0,1,0,0
1986,11,1018,0.9703,41.9,175428,173609,95.9,1.7128,2181,-0.008802,-0.2330908,-0.0047618,-0.0015834,-0.0289979,-0.009341,-0.001167,0.0018357,0,0,0,0,0,0,0,0,0,0,1,0
1986,12,992,0.76218,42,174750,174535,95.2,1.7135,2178,-0.0258721,-0.2414226,0.0023838,-0.0038723,0.0053197,-0.0073261,0.0004086,-0.0013765,0,0,0,0,0,0,0,0,0,0,0,1
1987,1,1001,0.64638,50.4,172156,172198,95.3,1.7135,2179,0.0090317,-0.1647951,0.1823216,-0.0149553,-0.0134803,0.0010499,0,0.000459,1,0,0,0,0,0,0,0,0,0,0,0
1987,2,1008,0.70171,52.4,169698,174629,98.5,1.715,2172,0.0069687,0.0821326,0.0389154,-0.0143807,0.0140187,0.0330267,0.000875,-0.0032177,0,1,0,0,0,0,0,0,0,0,0,0
1987,3,1012,0.88107,52.3,171679,172046,98,1.7163,2168,0.0039604,0.2276169,-0.0019103,0.0116061,-0.0149018,-0.0050891,0.0007577,-0.0018433,0,0,1,0,0,0,0,0,0,0,0,0
1987,4,1008,1.0723,53.2,172451,172539,96.9,1.7163,2158,-0.0039604,0.196424,0.0170621,0.0044867,0.0028614,-0.0112879,0,-0.0046232,0,0,0,1,0,0,0,0,0,0,0,0
1987,5,1012,1.1399,54.7,171809,175127,97.5,1.7189,2153,0.0039604,0.0611347,0.0278053,-0.0037297,0.0148881,0.0061728,0.0015137,-0.0023196,0,0,0,0,1,0,0,0,0,0,0,0
1987,6,1012,1.2361,56.4,169802,172618,101.7,1.7202,2151,0,0.0810207,0.0306055,-0.0117503,-0.0144304,0.0421749,0.000756,-0.0009294,0,0,0,0,0,1,0,0,0,0,0,0
1987,7,1011,1.2226,59.8,169131,177167,99.1,1.7202,2158,-0.0009886,-0.0109815,0.0585365,-0.0039595,0.0260117,-0.0258978,0,0.003249,0,0,0,0,0,0,1,0,0,0,0,0
1987,8,1011,1.2045,61.1,168988,177867,103.1,1.7229,2167,0,-0.0149152,0.0215062,-0.0008459,0.0039433,0.03957,0.0015684,0.0041619,0,0,0,0,0,0,0,1,0,0,0,0
1987,9,1011,1.2311,57.8,170513,181700,103.5,1.722,2174,0,0.0218435,-0.0555231,0.0089838,0.0213209,0.0038722,-0.0005225,0.0032251,0,0,0,0,0,0,0,0,1,0,0,0
1987,10,1010,1.266,56.9,172265,178722,103.7,1.722,2172,-0.0009896,0.0279543,-0.0156934,0.0102224,-0.0165254,0.0019305,0,-0.0009204,0,0,0,0,0,0,0,0,0,1,0,0
1987,11,1009,1.0326,56.6,172356,180987,102,1.7203,2174,-0.0009906,-0.2037824,-0.0052864,0.0005281,0.0125937,-0.0165293,-0.0009877,0.0009204,0,0,0,0,0,0,0,0,0,0,1,0
1987,12,1006,0.76509,54.1,173406,181307,100.8,1.7195,2167,-0.0029777,-0.2998418,-0.0451748,0.0060736,0.0017665,-0.0118344,-0.0004652,-0.0032251,0,0,0,0,0,0,0,0,0,0,0,1
1988,1,1007,0.55372,50.1,171740,173367,102.4,1.7195,2166,0.0009935,-0.3233343,-0.0768132,-0.009654,-0.044781,0.0157483,0,-0.0004616,1,0,0,0,0,0,0,0,0,0,0,0
1988,2,1015,0.5869,49.7,169335,173770,104.7,1.7178,2162,0.007913,0.0581953,-0.008016,-0.0141027,0.0023219,0.0222124,-0.0009891,-0.0018484,0,1,0,0,0,0,0,0,0,0,0,0
1988,3,1011,0.90309,47.2,174497,179279,103.6,1.7177,2142,-0.0039487,0.4309678,-0.051611,0.0300285,0.0312107,-0.0105618,-0.0000582,-0.0092937,0,0,1,0,0,0,0,0,0,0,0,0
1988,4,1016,1.0537,49.1,175477,177575,103,1.7177,2108,0.0049334,0.1542408,0.0394651,0.0056004,-0.0095502,-0.0058083,0,-0.0160003,0,0,0,1,0,0,0,0,0,0,0,0
1988,5,1023,1.1722,51.5,174818,178426,103.2,1.7174,2100,0.0068661,0.1065745,0.0477228,-0.0037625,0.0047809,0.0019398,-0.0001747,-0.0038023,0,0,0,0,1,0,0,0,0,0,0,0
1988,6,1017,1.2952,50.6,174204,179642,106.4,1.7166,2104,-0.0058824,0.0997828,-0.0176303,-0.0035184,0.006792,0.0305368,-0.0004659,0.001903,0,0,0,0,0,1,0,0,0,0,0,0
1988,7,1015,1.156,45.7,173893,178994,104.3,1.7166,2111,-0.0019685,-0.1136993,-0.1018532,-0.0017869,-0.0036137,-0.0199342,0,0.0033215,0,0,0,0,0,0,1,0,0,0,0,0
1988,8,1014,1.2296,45,174545,175978,108.6,1.7149,2122,-0.0009857,0.0617231,-0.0154358,0.0037424,-0.0169933,0.0404,-0.0009908,0.0051973,0,0,0,0,0,0,0,1,0,0,0,0
1988,9,1009,1.2296,42.6,175196,177680,108.8,1.7155,2138,-0.0049432,0,-0.0548083,0.0037228,0.0096252,0.00184,0.0003498,0.0075118,0,0,0,0,0,0,0,0,1,0,0,0
1988,10,1007,1.2471,39.3,176587,175160,107.9,1.7155,2130,-0.0019841,0.014132,-0.0806297,0.0079083,-0.0142843,-0.0083065,0,-0.0037488,0,0,0,0,0,0,0,0,0,1,0,0
1988,11,1006,1.0273,39.2,177390,178000,106.5,1.7168,2130,-0.0009935,-0.1938868,-0.0025477,0.004537,0.0160837,-0.0130599,0.0007575,0,0,0,0,0,0,0,0,0,0,0,1,0
1988,12,1006,0.82289,44.3,177458,185450,105.5,1.7151,2122,0,-0.2218668,0.1223079,0.0003833,0.0410018,-0.009434,-0.0009907,-0.0037629,0,0,0,0,0,0,0,0,0,0,0,1
1989,1,1007,0.70233,49.7,175363,181392,106.3,1.7151,2124,0.0009935,-0.1584191,0.1150203,-0.0118759,-0.0221249,0.0075544,0,0.0009421,1,0,0,0,0,0,0,0,0,0,0,0
1989,2,1002,0.65215,50.3,171328,176484,108.2,1.7118,2123,-0.0049776,-0.0741288,0.0120001,-0.0232783,-0.0274302,0.017716,-0.001926,-0.0004709,0,1,0,0,0,0,0,0,0,0,0,0
1989,3,1002,0.83809,53.9,171693,174283,107.2,1.7121,2116,0,0.2508509,0.0691254,0.0021282,-0.0125498,-0.0092851,0.0001753,-0.0033027,0,0,1,0,0,0,0,0,0,0,0,0
1989,4,1012,1.0822,58.9,171715,172274,107.9,1.7121,2110,0.0099306,0.2556258,0.0887106,0.0001281,-0.0115942,0.0065087,0,-0.0028396,0,0,0,1,0,0,0,0,0,0,0,0
1989,5,1012,1.1061,59.5,169085,179373,106.5,1.7128,2111,0,0.0218442,0.0101352,-0.0154346,0.0403812,-0.0130599,0.0004088,0.0004738,0,0,0,0,1,0,0,0,0,0,0,0
1989,6,1012,1.2168,58.3,166863,178363,110,1.7133,2115,0,0.0953842,-0.0203742,-0.0132284,-0.0056466,0.0323354,0.0002919,0.001893,0,0,0,0,0,1,0,0,0,0,0,0
1989,7,1012,1.1555,59.9,166950,176490,106,1.7133,2116,0,-0.0516912,0.0270745,0.0005212,-0.0105566,-0.0370413,0,0.0004727,0,0,0,0,0,0,1,0,0,0,0,0
1989,8,1009,1.2847,53.5,164461,181205,110.5,1.7145,,-0.0029688,0.1059921,-0.1129949,-0.0150209,0.0263648,0.0415764,0.0007001,,0,0,0,0,0,0,0,1,0,0,0,0
1989,9,1016,1.1951,56.2,162946,182793,110.9,,,0.0069136,-0.0722954,0.0492351,-0.0092546,0.0087254,0.0036134,,,0,0,0,0,0,0,0,0,1,0,0,0
1989,10,1017,1.2739,57.6,163195,178832,109.2,,,0.0009838,0.0638533,0.0246058,0.0015269,-0.0219075,-0.0154479,,,0,0,0,0,0,0,0,0,0,1,0,0
1989,11,1016,,57.6,163079,182570,107.7,,,-0.0009838,,0,-0.0007111,0.0206868,-0.0138315,,,0,0,0,0,0,0,0,0,0,0,1,0
1989,12,1017,,59.8,163180,182283,106.8,,,0.0009838,,0.0374831,0.0006191,-0.0015732,-0.0083916,,,0,0,0,0,0,0,0,0,0,0,0,1
