annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
10500,3,4,24,0,0,0.5,16,1,0,0,1,1,0,1,3500,0,0,0,0,0,1,0,0,0,403.17,121.44,490.63,8.73,1023.97,0.29,1.23E+07,0.097521,8.160519,0.25,16,9.25913,0.0008314,0.0499629
8277.49,3.85,7,25,0,0,2,16,0,1,0,0,1,0,1,2150,0,0,0,0,0,1,0,0,0,357.87,0,23.78,0,381.65,0.18,4622500,0.046107,7.673223,4,49,9.021296,0,0.0432341
8169.99,3.8,8,24,0,1,0.5,12,0,1,0,0,1,0,1,2150,0,0,0,0,0,1,0,0,0,319.43,0,376.47,0,695.9,0.32,4622500,0.0851776,7.673223,0.25,64,9.008223,0,0.039098
9690,4.75,5,37,3,1,2,12,0,0,0,0,1,0,1,2040,0,0,0,0,0,1,0,0,0,349.96,0,339.86,7.28,697.1,0.34,4161600,0.0719401,7.620705,4,25,9.17885,0.0007513,0.0361156
11250,3.75,4,20,0,0,0.5,12,0,1,0,1,1,0,1,3000,0,0,0,0,0,1,0,0,0,349.96,0,339.86,7.28,697.1,0.23,9000000,0.0619644,8.006368,0.25,16,9.328123,0.0006471,0.0311076
19428.5,9.91,16,32,0,1,8,13,0,1,0,1,1,0,1,1960,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.23,3841600,0.1238032,7.5807,64,256,9.874496,0.0418941,0.0497568
16500,7.81,16,34,3,1,15,12,1,0,0,1,1,0,1,2112,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.14,4460544,0.1457764,7.655391,225,256,9.711116,0.0493297,0.0585879
19600,7.27,14,34,4,1,15,13,0,1,0,1,1,0,1,2695,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,0.89,7263025,0.1227199,7.899154,225,196,9.883285,0.0415276,0.0493214
16800,7.14,28,44,3,1,15,13,0,1,0,1,1,0,1,2352,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.02,5531904,0.1431732,7.763021,225,784,9.729135,0.0484488,0.0575417
20000,6.94,9,24,0,0,4,13,1,0,0,0,1,0,1,2880,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,0.84,8294400,0.1202655,7.965546,16,81,9.903487,0.040697,0.048335
27500,14.63,42,63,0,1,25,16,1,0,0,1,1,0,1,1880,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.28,3534400,0.0874658,7.539027,625,1764,10.22194,0.0295978,0.0351527
20000,9.67,14,30,0,0,8,13,0,0,0,1,1,0,1,2068,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.16,4276624,0.1202655,7.634337,64,196,9.903487,0.040697,0.048335
16000,8.71,49,65,0,1,25,10,0,1,0,1,1,0,1,1837.5,0,0,0,0,0,1,0,0,0,936,292.96,523.99,2090.24,3843.19,2.09,3376406,0.2401994,7.516161,625,2401,9.680344,0.13064,0.07681
12692.3,4.62,11,32,2,1,2,16,0,0,1,1,1,0,1,2750,0,0,0,0,0,1,0,0,0,617.63,217.49,646.9,96.87,1578.89,0.57,7562500,0.1243975,7.919356,4,121,9.44875,0.0076322,0.0657974
13569.2,5.03,5,23,0,0,2,13,0,1,0,1,1,1,1,2695,0,0,0,0,0,1,0,0,0,715.17,0,193.64,764.53,1673.34,0.62,7263025,0.123319,7.899154,4,25,9.515558,0.056343,0.0527054
20000,10.2,11,27,1,0,2,16,0,0,0,1,1,0,1,1960,0,0,0,0,0,1,0,0,0,715.17,0,193.64,764.53,1673.34,0.85,3841600,0.083667,7.5807,4,121,9.903487,0.0382265,0.0357585
15416,8.2,23,39,1,1,15,6,0,0,1,1,1,1,1,1880,0,0,0,0,0,1,0,0,0,780,0,1564.5,1948.5,4293,2.28,3534400,0.2784769,7.539027,225,529,9.643161,0.1263947,0.0505968
6300,3.75,4,20,0,0,2,10,1,0,0,1,1,0,1,1680,0,0,0,0,0,1,0,0,0,381.73,111.85,181.71,339.91,1015.2,0.6,2822400,0.1611429,7.426549,4,16,8.748305,0.053954,0.078346
11307.7,5.77,11,46,0,1,8,12,0,0,1,0,1,0,1,1960,0,0,0,0,0,1,0,0,0,391.18,106.7,314.85,421.13,1233.86,0.63,3841600,0.1091168,7.5807,64,121,9.33324,0.0372428,0.0440302
10896,4.54,33,53,2,1,2,12,1,0,0,1,1,0,1,2400,0,0,0,0,0,1,0,0,0,391.18,106.7,314.85,421.13,1233.86,0.51,5760000,0.1132397,7.783224,4,1089,9.296151,0.03865,0.0456938
8009.05,4.67,3,36,1,0,2,13,0,1,0,0,1,0,1,1715,0,0,0,0,0,1,0,0,0,418.03,0,162.4,208.38,788.81,0.46,2941225,0.0984898,7.447168,4,9,8.988327,0.0260181,0.0521947
14000,6.35,15,51,0,1,8,10,0,0,1,0,1,0,1,2205,0,0,0,0,0,1,0,0,0,790.63,176.68,840.32,995.4,2803.03,1.27,4862025,0.2002164,7.698483,64,225,9.546813,0.0711,0.0690936
24000,10.91,23,42,0,0,8,14,0,0,0,1,1,0,1,2200,0,0,0,0,0,1,0,0,0,790.63,176.68,840.32,995.4,2803.03,1.27,4840000,0.1167929,7.696213,64,529,10.08581,0.041475,0.0403046
19100,10.91,10,28,0,0,4,18,0,1,0,0,1,0,1,1750,0,0,0,0,0,1,0,0,0,790.63,176.68,840.32,995.4,2803.03,1.6,3062500,0.1467555,7.467371,16,100,9.857444,0.0521152,0.0506445
25000,11.76,4,28,0,1,2,18,0,1,0,1,1,0,1,2125,0,0,0,0,0,1,0,0,0,790.63,176.68,840.32,995.4,2803.03,1.32,4515625,0.1121212,7.661527,4,16,10.12663,0.039816,0.0386924
3000,2.5,2,18,0,0,0.5,14,0,0,1,0,1,0,1,1200,0,0,0,0,0,0,1,0,0,36,0,48,94,178,0.15,1440000,0.0593333,7.090077,0.25,4,8.006368,0.0313333,0.012
6800.62,4.65,15,31,3,1,4,12,0,1,0,0,1,0,1,1462.5,0,0,0,0,0,0,1,0,0,230,0,0,0,230,0.16,2138906,0.0338204,7.287902,16,225,8.824769,0,0.0338204
9000,5.29,20,38,0,1,15,12,1,0,0,1,1,0,1,1700,0,0,0,0,0,0,1,0,0,405.72,195.33,603.44,944.65,2149.14,1.26,2890000,0.2387933,7.438384,225,400,9.10498,0.1049611,0.0667833
13292.3,8.27,12,30,1,1,15,12,0,0,0,0,1,0,1,1608,0,0,0,0,0,0,1,0,0,827.76,372.38,728.29,1487.5,3415.93,2.12,2585664,0.2569856,7.382746,225,144,9.49494,0.1119069,0.0902884
5520,3,49,65,0,1,25,6,0,0,1,1,0,0,0,1840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3385600,0,7.517521,625,2401,8.616133,0,0
5769.23,3.08,5,25,0,0,2,13,0,0,1,0,0,0,1,1875,0,0,0,0,0,0,1,0,0,358.75,134.87,304.36,503.2,1301.18,0.69,3515625,0.2255379,7.536364,4,25,8.660294,0.0872213,0.0855608
4691.99,2.3,5,24,0,1,0.5,13,0,1,0,0,1,0,1,2040,0,0,0,0,0,0,1,0,0,513.42,0,318.08,254.15,1085.65,0.53,4161600,0.2313837,7.620705,0.25,25,8.453612,0.0541668,0.1094248
8880,5.14,15,31,0,0,0.5,16,1,0,0,0,1,0,1,1728,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,1.06,2985984,0.2062072,7.45472,0.25,225,9.091557,0.0832872,0.0718953
10400,5.2,5,23,0,0,2,16,0,0,1,0,1,0,1,2000,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.92,4000000,0.1760692,7.600903,4,25,9.249561,0.0711144,0.0613875
9300,4.96,9,25,2,1,4,16,1,0,0,1,1,0,1,1875,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.98,3515625,0.1968946,7.536364,16,81,9.13777,0.0795258,0.0686484
10500,5.57,4,25,0,0,2,16,0,0,1,1,1,0,1,1886.5,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.97,3558882,0.1743924,7.542479,4,16,9.25913,0.0704371,0.0608029
8423.07,4.21,4,22,0,0,4,13,0,0,0,0,0,0,1,2000,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.92,4000000,0.2173934,7.600903,16,16,9.03873,0.0878053,0.0757954
11508,5.48,5,27,2,1,2,12,1,0,0,0,0,0,1,2100,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.87,4410000,0.1591171,7.649693,4,25,9.350798,0.0642675,0.0554771
9230.77,4.1,14,48,0,1,8,12,0,0,1,0,1,0,1,2250,0,0,0,0,0,0,1,0,0,382.92,142.67,355.92,72.59,954.1,0.42,5062500,0.1033608,7.718686,64,196,9.130298,0.0078639,0.0569389
8653.84,4.62,20,36,1,0,0.5,13,0,0,1,0,1,0,1,1875,0,0,0,0,0,0,1,0,0,382.92,142.67,355.92,72.59,954.1,0.51,3515625,0.1102516,7.536364,0.25,400,9.065759,0.0083882,0.0607349
15720,7.28,37,53,0,0,15,12,0,0,0,0,1,0,1,2160,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.27,4665600,0.1739695,7.677864,225,1369,9.662689,0.0676406,0.064514
14560,5.6,25,44,2,1,2,12,0,0,1,1,1,0,1,2600,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.05,6760000,0.1878297,7.863267,4,625,9.586033,0.0730295,0.0696538
19000,11.01,17,34,0,0,8,13,0,0,0,1,1,0,1,1725,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.59,2975625,0.1439368,7.452982,64,289,9.852194,0.0559637,0.0533768
14800,7.55,15,36,2,1,15,16,0,0,1,1,1,0,1,1960,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.4,3841600,0.1847838,7.5807,225,225,9.602383,0.0718453,0.0685243
22000,11,21,43,3,1,2,13,0,1,0,1,1,0,1,2000,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.37,4000000,0.1243091,7.600903,4,441,9.998797,0.0483323,0.0460982
19200,8.71,23,44,2,1,2,14,0,1,0,1,1,0,1,2205,0,0,0,0,0,0,1,0,0,935.41,350.68,579.98,0,1866.07,0.85,4862025,0.0971911,7.698483,4,529,9.862665,0,0.0669838
6468,3.52,34,62,0,1,15,8,0,0,1,0,1,0,1,1837.5,0,0,0,0,0,0,1,0,0,382.53,169.43,309.62,565.6,1427.18,0.78,3376406,0.2206524,7.516161,225,1156,8.774622,0.0874459,0.085337
7150,4.09,6,30,0,1,4,16,1,0,0,1,1,0,1,1750,0,0,0,0,0,0,1,0,0,382.53,169.43,309.62,565.6,1427.18,0.82,3062500,0.1996056,7.467371,16,36,8.874867,0.0791049,0.0771972
9000,5.06,18,59,0,1,8,13,0,1,0,0,1,0,1,1777.5,0,0,0,0,0,0,1,0,0,533.69,211.19,493.77,853.33,2091.98,1.18,3159506,0.2324422,7.482963,64,324,9.10498,0.0948144,0.0827644
31000,18.08,32,51,2,1,2,13,0,1,0,1,1,0,1,1715,0,0,0,0,0,0,1,0,0,868.77,404.34,673.74,1297.44,3244.29,1.89,2941225,0.1046545,7.447168,4,1024,10.34174,0.0418529,0.0410681
40000,22.73,35,51,4,1,2,18,1,0,0,1,1,0,1,1760,0,0,0,0,0,0,1,0,0,868.77,404.34,673.74,1297.44,3244.29,1.84,3097600,0.0811073,7.473069,4,1225,10.59663,0.032436,0.0318278
2884.61,1.92,24,64,0,0,0.5,16,0,0,0,0,1,0,0,1500,0,0,0,0,0,0,0,1,0,42.99,22.95,0,0,65.94,0.04,2250000,0.0228592,7.313221,0.25,576,7.967145,0,0.0228592
6500,3.25,15,31,2,1,15,12,1,0,0,1,1,0,0,2000,0,0,0,0,0,0,0,1,0,121.68,34.47,142.19,0,298.34,0.15,4000000,0.0458985,7.600903,225,225,8.779557,0,0.0240231
5653.84,2.56,44,63,0,1,25,12,0,0,0,1,1,0,0,2205,0,0,0,0,0,0,0,1,0,112.9,18.58,250,0,381.48,0.17,4862025,0.0674727,7.698483,625,1936,8.64009,0,0.023255
4425.2,2.3,1,20,0,0,0.5,12,0,0,1,0,1,0,0,1924,0,0,0,0,0,0,0,1,0,140,0,5.99,0,145.99,0.08,3701776,0.0329906,7.562161,0.25,1,8.395071,0,0.031637
8343.74,4.45,23,39,3,1,2,12,0,0,1,1,1,1,0,1875,0,0,0,0,0,0,0,1,0,274,57.5,225,163.5,720,0.38,3515625,0.0862922,7.536364,4,529,9.029267,0.0195955,0.0397304
27720,10.5,19,35,2,1,15,12,1,0,0,1,1,0,0,2640,0,0,0,0,0,0,0,1,0,785.05,297.52,506.63,979.09,2568.29,0.97,6969600,0.0926512,7.878534,225,361,10.22991,0.0353207,0.0390537
13392,6.64,23,41,2,1,15,12,1,0,0,1,1,0,0,2016,0,0,0,0,0,0,0,1,0,785.05,297.52,506.63,979.09,2568.29,1.27,4064256,0.1917779,7.608871,225,529,9.502413,0.0731101,0.0808371
20000,6.05,19,35,2,1,15,13,0,0,0,1,1,0,0,3307.5,0,0,0,0,0,0,0,1,0,785.05,297.52,506.63,979.09,2568.29,0.78,1.09E+07,0.1284145,8.103948,225,361,9.903487,0.0489545,0.0541285
22440,8,10,26,2,1,2,13,0,1,0,1,1,0,0,2805,0,0,0,0,0,0,0,1,0,460,0,308.17,0,768.17,0.27,7868025,0.0342322,7.939159,4,100,10.0186,0,0.0204991
16000,8,18,35,3,1,0.5,12,0,0,0,1,1,0,0,2000,0,0,0,0,0,0,0,1,0,189,0,0,0,189,0.09,4000000,0.0118125,7.600903,0.25,324,9.680344,0,0.0118125
6799.99,3.4,21,37,0,1,4,16,1,0,0,1,1,1,1,2000,0,0,0,0,0,0,0,1,0,73.2,0,120,0,193.2,0.1,4000000,0.0284118,7.600903,16,441,8.824677,0,0.0107647
5000,2.5,3,20,0,0,0.5,13,0,0,1,0,1,0,1,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4000000,0,7.600903,0.25,9,8.517193,0,0
9360,4.11,10,27,0,0,4,12,1,0,0,0,1,0,1,2280,0,0,0,0,0,0,0,1,0,412.37,120.24,406.41,626.16,1565.18,0.69,5198400,0.1672201,7.731931,16,100,9.1442,0.0668974,0.0569028
11545.4,5.61,25,45,1,1,2,13,0,0,1,1,1,0,1,2058,0,0,0,0,0,0,0,1,0,354.72,123.13,535.04,51.02,1063.91,0.52,4235364,0.0921501,7.62949,4,625,9.354042,0.0044191,0.0413888
9639,4.5,7,23,1,0,2,13,0,0,0,1,1,0,1,2142,0,0,0,0,0,0,0,1,0,395.18,4.15,427.47,0,826.8,0.39,4588164,0.0857765,7.669495,4,49,9.173573,0,0.0414286
8324.99,3.7,5,22,0,1,4,12,0,0,1,1,1,0,1,2250,0,0,0,0,0,0,0,1,0,349.75,0,997.5,0,1347.25,0.6,5062500,0.161832,7.718686,16,25,9.027018,0,0.0420121
35000,16.91,24,47,0,1,15,18,0,0,0,1,1,0,1,2070,0,0,0,0,0,0,0,1,0,795.26,244.61,510.99,1424.04,2974.9,1.44,4284900,0.0849971,7.635304,225,576,10.4631,0.0406869,0.0297106
24000,14.59,29,45,0,0,25,13,0,0,0,1,1,0,1,1645,0,0,0,0,0,0,0,1,0,796.61,286.02,796.72,1333.98,3213.33,1.95,2706025,0.1338887,7.405496,625,841,10.08581,0.0555825,0.0451096
14400,7.5,15,31,3,1,15,13,0,0,1,1,1,0,1,1920,0,0,0,0,0,0,0,1,0,796.61,286.02,796.72,1333.98,3213.33,1.67,3686400,0.2231479,7.560081,225,225,9.574984,0.0926375,0.0751826
15000,8.57,13,32,0,1,4,18,1,0,0,0,1,0,1,1750,0,0,0,0,0,0,0,1,0,796.61,286.02,796.72,1333.98,3213.33,1.84,3062500,0.214222,7.467371,16,169,9.615806,0.088932,0.0721753
3450,2.3,3,36,3,0,0.5,10,0,1,0,0,1,0,0,1500,0,0,0,0,0,0,0,0,1,63.25,0,0,0,63.25,0.04,2250000,0.0183333,7.313221,0.25,9,8.14613,0,0.0183333
1800,2.5,23,69,0,0,25,13,0,0,1,0,1,0,1,720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,518400,0,6.579251,625,529,7.495542,0,0
2574,3.25,16,49,2,1,15,16,0,0,1,0,1,0,1,792,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,627264,0,6.674562,225,256,7.853216,0,0
9500,5.88,7,25,0,0,0.5,18,1,0,0,0,1,0,1,1617,0,0,0,0,0,0,0,0,1,452.5,376,0,0,828.5,0.51,2614689,0.0872105,7.388328,0.25,49,9.159047,0,0.0872105
16000,20,9,32,2,1,2,18,0,1,0,1,1,0,1,800,0,0,0,0,0,0,0,0,1,157.69,368.09,703.57,498.07,1727.42,2.16,640000,0.1079638,6.684612,4,81,9.680344,0.0311294,0.0328613
20300,16.92,15,34,3,1,2,18,1,0,0,1,1,1,1,1200,0,0,0,0,0,0,0,0,1,662.86,319,305,540.86,1827.72,1.52,1440000,0.0900355,7.090077,4,225,9.918376,0.0266433,0.0483675
16700,12.65,13,34,2,1,8,18,1,0,0,1,1,1,1,1320,0,0,0,0,0,0,0,0,1,662.86,319,305,540.86,1827.72,1.38,1742400,0.1094443,7.185387,64,169,9.723164,0.0323868,0.058794
5500,2.93,32,48,0,1,2,8,1,0,0,1,1,0,0,1875,0,0,0,0,0,0,0,0,1,267.75,132.66,243.75,225.84,870,0.46,3515625,0.1581818,7.536364,4,1024,8.612503,0.0410618,0.0728018
6125,3.06,28,46,1,0,15,13,0,0,1,0,0,0,0,2000,0,0,0,0,0,0,0,0,1,267.75,132.66,243.75,225.84,870,0.43,4000000,0.1420408,7.600903,225,784,8.720134,0.0368718,0.0653731
6281.24,3.35,8,36,6,1,8,10,0,1,0,0,0,1,0,1875,0,0,0,0,0,0,0,0,1,248.5,100.13,164.52,236.58,749.73,0.4,3515625,0.1193602,7.536364,64,64,8.745323,0.0376645,0.0555034
5019.99,2.51,13,32,1,0,4,13,0,1,0,0,1,0,0,2000,0,0,0,0,0,0,0,0,1,248.5,100.13,164.52,236.58,749.73,0.37,4000000,0.1493489,7.600903,16,169,8.521183,0.0471276,0.0694483
6885,3,12,35,7,0,0.5,10,0,0,1,0,0,0,0,2295,0,0,0,0,0,0,0,0,1,144.38,56.04,59.58,0,260,0.11,5267025,0.0377633,7.738488,0.25,144,8.8371,0,0.0291097
6854.39,3.57,12,48,3,1,8,12,0,1,0,0,0,0,0,1920,0,0,0,0,0,0,0,0,1,200.84,94.22,158.59,0,453.65,0.24,3686400,0.0661839,7.560081,64,144,8.832644,0,0.0430469
8280,4.5,8,25,0,0,4,13,0,0,1,0,0,0,0,1840,0,0,0,0,0,0,0,0,1,163.31,198.82,0,0,362.13,0.2,3385600,0.0437355,7.517521,16,64,9.021598,0,0.0437355
3000,1.79,24,46,0,0,15,13,0,1,0,0,1,0,1,1680,0,0,0,0,0,0,0,0,1,333.97,140,132.47,188.07,794.51,0.47,2822400,0.2648367,7.426549,225,576,8.006368,0.06269,0.15799
4900,4.67,10,29,2,1,2,12,1,0,0,0,1,0,1,1050,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.99,1102500,0.2118326,6.956545,4,100,8.49699,0.0615286,0.0996653
6092.3,3.43,13,35,1,1,2,18,0,0,0,0,0,0,1,1776,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.58,3154176,0.1703757,7.482119,4,169,8.714781,0.0494871,0.0801602
7920,4.13,38,66,0,1,25,6,1,0,0,0,1,1,1,1920,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.54,3686400,0.1310581,7.560081,625,1444,8.977146,0.0380669,0.0616616
5915.07,2.57,3,19,0,1,0.5,12,0,0,1,0,1,0,1,2304,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.45,5308416,0.1754806,7.742402,0.25,9,8.685259,0.0509698,0.082562
5760,3,7,23,0,1,0.5,13,0,0,1,0,0,0,1,1920,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.54,3686400,0.1802049,7.560081,0.25,49,8.658692,0.052342,0.0847847
5480.77,2.92,12,30,2,0,4,12,0,0,1,0,1,0,1,1875,0,0,0,0,0,0,0,0,1,194.48,172.04,10.3,0,376.82,0.2,3515625,0.0687531,7.536364,16,144,8.609001,0,0.0668738
7000,3.5,36,54,0,0,4,13,0,0,1,0,0,0,1,2000,0,0,0,0,0,0,0,0,1,313.89,177.23,233.62,0,724.74,0.36,4000000,0.1035343,7.600903,16,1296,8.853665,0,0.07016
5538.46,3.3,26,42,0,0,8,10,0,1,0,0,0,1,1,1680,0,0,0,0,0,0,0,0,1,175.27,0,64.8,0,240.07,0.14,2822400,0.043346,7.426549,64,676,8.619472,0,0.031646
6646.15,3.08,8,28,0,1,0.5,16,0,1,0,1,1,0,1,2160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4665600,0,7.677864,0.25,64,8.801793,0,0
5076.92,2.9,1,19,0,0,0.5,12,0,0,1,0,1,0,1,1750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3062500,0,7.467371,0.25,1,8.53246,0,0
5000,2.78,6,22,0,1,0.5,16,1,0,0,0,1,0,1,1800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3240000,0,7.495542,0.25,36,8.517193,0,0
10500,4.86,37,55,2,1,4,12,0,0,1,1,1,0,1,2160,0,0,0,0,0,0,0,0,1,415.03,169.45,306.7,415.56,1306.74,0.6,4665600,0.1244514,7.677864,16,1369,9.25913,0.0395771,0.0556648
12000,4.76,33,53,1,1,8,18,0,1,0,1,1,0,1,2520,0,0,0,0,0,0,0,0,1,415.03,169.45,306.7,415.56,1306.74,0.52,6350400,0.108895,7.832014,64,1089,9.392662,0.03463,0.0487067
10600,6.54,8,25,0,1,4,14,0,1,0,0,1,1,1,1620,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,1.01,2624400,0.1546726,7.390182,16,64,9.268609,0.0477906,0.0740726
12000,6.67,11,27,0,1,2,18,0,1,0,1,1,1,1,1800,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.91,3240000,0.1366275,7.495542,4,121,9.392662,0.042215,0.0654308
10523.1,4.62,20,36,0,1,15,12,0,0,0,0,1,0,1,2280,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.72,5198400,0.155803,7.731931,225,400,9.261328,0.0481398,0.074614
10728,5.16,12,28,1,0,8,12,0,1,0,0,1,0,1,2080,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.79,4326400,0.1528272,7.640123,64,144,9.280612,0.0472204,0.0731889
9980.77,4.99,14,29,0,0,0.5,13,0,1,0,0,1,0,1,2000,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.82,4000000,0.1642689,7.600903,0.25,196,9.208415,0.0507556,0.0786683
10000,5.13,13,30,2,1,8,18,1,0,0,0,1,1,1,1950,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.84,3802500,0.163953,7.575585,64,169,9.21034,0.050658,0.078517
9150,3.81,30,47,2,1,2,18,0,0,1,1,1,0,1,2400,0,0,0,0,0,0,0,0,1,283,106.5,300.33,584.5,1274.33,0.53,5760000,0.139271,7.783224,4,900,9.12151,0.0638798,0.0425683
11092.8,5.66,11,31,1,0,4,16,0,0,0,0,1,1,1,1960,0,0,0,0,0,0,0,0,1,283,106.5,300.33,584.5,1274.33,0.65,3841600,0.114879,7.5807,16,121,9.314052,0.0526918,0.0351129
9500,3.6,31,47,2,1,2,18,0,1,0,1,1,0,1,2640,0,0,0,0,0,0,0,0,1,283,106.5,300.33,584.5,1274.33,0.48,6969600,0.13414,7.878534,4,961,9.159047,0.0615263,0.041
17900,8.02,10,33,0,0,4,18,0,0,1,0,1,0,1,2232,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.42,4981824,0.1766028,7.710653,16,100,9.792556,0.0706525,0.0694296
13000,7.74,23,38,5,1,0.5,18,0,1,0,1,1,0,1,1680,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.88,2822400,0.2431685,7.426549,0.25,529,9.472705,0.0972831,0.0955992
13500,9.12,15,31,2,1,8,16,0,0,0,1,1,1,1,1480,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,2.14,2190400,0.2341622,7.299798,64,225,9.510445,0.09368,0.0920585
12500,8.77,10,30,2,1,4,18,0,0,1,0,1,1,1,1425,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,2.22,2030625,0.2528952,7.261927,16,100,9.433484,0.1011744,0.0994232
13456.1,6.87,25,41,2,1,4,13,0,0,0,0,1,0,1,1960,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.61,3841600,0.2349262,7.5807,16,625,9.507188,0.0939856,0.0923589
17500,6.08,12,39,2,1,8,14,0,0,1,0,1,0,1,2880,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.1,8294400,0.1806394,7.965546,64,144,9.769957,0.0722674,0.0710166
13440,8,24,43,2,1,15,16,1,0,0,0,1,1,1,1680,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.88,2822400,0.2352076,7.426549,225,576,9.505991,0.0940982,0.0924695
13000,7.9,20,37,0,0,8,18,1,0,0,0,1,0,1,1645,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.92,2706025,0.2431685,7.405496,64,400,9.472705,0.0972831,0.0955992
15000,8.33,21,37,2,1,8,18,0,0,0,1,1,0,1,1800,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.76,3240000,0.210746,7.495542,64,441,9.615806,0.084312,0.0828527
14500,6.44,8,26,0,0,4,18,0,0,1,1,1,0,1,2250,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.4,5062500,0.2180131,7.718686,16,64,9.581903,0.0872193,0.0857097
20000,9.52,34,50,2,1,15,18,0,1,0,1,1,1,1,2100,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.51,4410000,0.1580595,7.649693,225,1156,9.903487,0.063234,0.0621395
15400,8.56,30,48,2,1,8,16,0,0,1,0,1,0,1,1800,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.76,3240000,0.2052721,7.495542,64,900,9.642123,0.0821221,0.0807007
30000,11.76,27,43,1,1,2,12,0,0,1,1,1,1,1,2550,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.24,6502500,0.105373,7.843849,4,729,10.30895,0.042156,0.0414263
16500,6.22,5,27,0,1,0.5,18,0,1,0,1,1,0,1,2652,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.19,7033104,0.1915873,7.88307,0.25,25,9.711116,0.0766473,0.0753206
